ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Attribution,PID,Sense_IDs,alt_translation1
14508,jzd,Xcurrgui' maní'chuga.,,,The insect's anus.,,,,,Ays+41,8211,El ano del insecto.
15093,jzd,Xeexhe' xeexhe'.,,,"Brand, brand new.",,,,,pZzzhn,8703,Nuevo nuevito.
15101,jzd,Xegue xegue xegue xegue cayúutube guiiña'.,,,S/he is grinding the chilis with a xegue xegue xegue xegue.,,,,,nXyi/v,8704,Xegue xegue xegue xegue está moliendo el chile.
547,jzd,Xenxèdo'.,,,"Absolutely clean (due to deep cleaning, or in the case of a sale, because everything was sold).",,,,,P5Uojl,353 ; 8705,"Limpísimo (porque se limpió bien, o en el caso de una venta, porque todo se vendió)."
13134,jzd,Xe xe bireeca'be pàxá raa zè'ca'be xà.,,,"They left in a hurry, who knows where they went!",,,,,jdtF/L,6934,"Salieron con demasiada prisa, ¡quién sabe a dónde irán!"
15085,jzd,Xe xe rixubi yu Fán ti sàcu dxà de yuxi.,,,Xe xe goes the burlap bag as Juan drags it on the ground.,,,,,EQv8+8,8698,Xe xe suena el saco que arrastra Juan por el piso.
15084,jzd,xe xe rixubiyu ti cósa nanaà.,,,"S/he drags something heavy, xe xe.",,,,,jZHw3c,8698,"xe xe, arrastra una cosa pesada."
15082,jzd,xe xe zè'nèbeni.,,,He drags it with a xe xe.,,,,,SU9U50,8698,Lo va arrastrando xe xe.
15086,jzd,xe xe zè'nèbeni.,,,He drags it with a xe xe.,,,,,h61PnC,8698,"Lo va arrastrando, xe xe."
15083,jzd,Xe xe zínècabe laabe.,,,They dragged him off with a xe xe.,,,,,D1+CCI,8698,xe xe se lo llevaron arrastrando.
15090,jzd,Xé'xhe' xhaba.,,,Her/his new clothes.,,,,,7VqXV2,8701,Su ropa nueva.
14642,jzd,Xhaa xhaa rutu nà Fán gui'chi' ni quí quíiñe.,,,Juan crumples the paper that is no longer useful and it goes xhaa xhaa.,,,,RLC,Jl6IeV,8325,Juan apretuja con la mano el papel que ya no sirve y suena xhaa xhaa.
14620,jzd,Xhaba gunaa.,,,Women's clothing.,,,,,u3lYeD,8294,Ropa de mujer.
14624,jzd,Xhaba ladi beenda'.,,,Fish scale.,,,,,vIMDcV,8300,Escama de pescado.
14623,jzd,Xhaba ladi benda.,,,Scales of a fish.,,,,,+alkaa,8300,Escama de pescado.
13557,jzd,Xhabarèndà.,,,Wrap-around skirt.,,,,,Lksp0i,7356,El enredo (la tela que se usa de falda envuelta).
14664,jzd,Xhaba xheta.,,,Heavy clothing.,,,,,xKLjML,8342,Ropa pesada.
14652,jzd,xhaca xhaca riguiibi' ladi bi'cu'.,,,He bathes the dog with a xhaca xhaca.,,,,,TVgKFx,8330,"Baña al perro, xhaca xhaca."
14653,jzd,"""Xhaca xhaca xhaca"" riguibi ladi bi'cu' òra nadxe' ladi.",,,Xhaca xhaca goes the wet dog when it shakes (the water off).,,,,,/FKfaS,8330,Xhaca xhaca suena cuando se sacude la piel el perro mojado.
11840,jzd,Xhaga lolò.,,,Plump-cheeked.,,,,,QQJaJj,5810,Cachetón.
393,jzd,Xhaga puupu'.,,,Big-cheeked.,,,,,xLoHgQ,263 ; 7201,Cachetón.
14625,jzd,Xhagapuupu'.,,,Plump-cheeked.,,,,JLC;RGL;RLC,FLNm9Z,8302,Cachetón.
14626,jzd,Xhagateedè'.,,,Wrinkles around the cheeks.,,,,,eqRNEu,8302,Arrugas en los cachetes.
220,jzd,Xhaga ti gunaa nadá sica ti ndaga guie' bielegasi.,,,A woman's cheek is delicate like a freshly bloomed flower's petals.,,,,,p7A5p/,180,La mejilla de una mujer es delicada como el pétalo de la flor recién abierta.
14658,jzd,Xhahu' xhahu' ruzuiì yùzè xhquixi guirà huadxi.,,,Xhahu' xhahu' go the cattle as they eat their grass every afternoon.,,,,,z8hOHE,8332,Xhahu' xhahu' suena el ganado cuando comen su hierba todas las tardes.
14657,jzd,xhahu' xhahu' ruzuiì yùzè xquixi.,,,The cattle go xhahu' xhahu' when chewing grass.,,,,,V2wVjl,8332,xhahu' xhahu' mastica el ganado la hierba.
10102,jzd,Xhàme.,,,(A gota's) sweat gland.,,,,RLC,0a8yTd,4273,Su glándula sudorífera (del chivo).
14632,jzd,Xhame ndí'.,,,The animal's gland.,,,,,3tw6FA,8313,La glándula del animal.
14639,jzd,xha̰' ruunda' machète xhtì Fán lu bi.,,,xha̰' rings Juan's machete in the air.,,,,,PnbmCS,8323,xha̰' canta el machete de Juan en el aire.
14640,jzd,xha' xha' ruutu' Fàna xubá lu guiichè'.,,,xha' xha' sounds the corn ground by Juana on the grinding stone.,,,,,pOTw9M,8324,xha' xha' muele Juana maíz en metate.
14641,jzd,xha' xha' ruutu' xubá' lu guiichè'.,,,"You grind corn on the grinding stone, xha' xha'.",,,,,hweEwX,8324,xha' xha' mueles el maíz en el metate.
14634,jzd,Xhiaà benda.,,,Fish fin.,,,,,Da1w3D,8314,Aleta de pescado.
14633,jzd,Xhiaà deche benda.,,,Dorsal fin.,,,,,BDA36d,8314,Aleta dorsal.
14627,jzd,Xhiaga huiini'.,,,Nephew; Young grandchild.,,,,,+CYTSP,8306,Sobrinito; Nieto chiquito.
15286,jzd,"Xhiangà zidi de nuù ndí' ya, dxi gueela' cusúroò tèca laa.",,,"This guy has such bad luck, he's always loosing everything in gambling.",,,,,QEgDIV,8859,"Qué mala suerte tiene éste, siempre pierde todo en el juego."
11617,jzd,Xhì beeù' riaba lani xpido'lo'.,,,What month is your birthday?,,,,,d80RCt,5663,¿En qué mes cae tu cumpleaños?
15191,jzd,Xhigui.,,,Her/his chin.,,,,,9KBQBQ,8773,Su barbilla.
9758,jzd,Xhii.,,,Another ten.,,,,,Cniexh,3972,Otros diez.
9763,jzd,Xhíi.,,,Another ten.,,,,,cUjlG1,3972,Otros diez.
9769,jzd,Xhiìñù'.,,,Another fifteen.,,,,,pYad7h,3981,Otros quince.
11437,jzd,Xhì laa pue cùmpa'.,,,"So what's up, namesake?",,,,,FbOQTJ,5519,¿Qué pasó pues tocayo?
10263,jzd,Xhitá'.,,,My bone.,,,,,lbchRT,4367,Mi hueso.
10266,jzd,Xhita.,,,Her egg; Her/his bone; His testicle.,,,,,mSYPOs,4367,Su huevo; Su hueso; Su testículo.
10264,jzd,Xhitabeelà'.,,,Beef bone (for making broth).,,,,,0nLYsM,4367,Hueso de res (para hacer caldo).
10265,jzd,Xhita bidxìgui.,,,Spider egg.,,,,,kHFwC2,4367,Huevo de araña.
10270,jzd,Xhita gulaà.,,,Her/his eggs that broke.,,,,,81P3GB,4387,Su huevo que se rompió.
10899,jzd,Xhita guuze'.,,,Dewclaw.,,,,,yyEtCF,5070,Espolón (de perro).
10262,jzd,Xhita ró'.,,,(Hen that) lays large eggs.,,,,,u8TnQn,4367,De huevo grande.
14684,jzd,Xho' alcohol.,,,The smell of alcohol.,,,,,bm8gjH,8355,Olor a alcohol.
14689,jzd,Xho' dxabá' ñee.,,,Stinky feet.,,,,,TCq2z9,8356,Pies apestosos.
14690,jzd,Xho' dxabá' ruaa.,,,Bad breath.,,,,,F7K/6p,8356,Mal aliento.
14683,jzd,Xho' gue'tu'.,,,Smell of death.,,,,,p+m/45,8355,Olor a muerto.
14685,jzd,Xho' gui'.,,,Smell of feces.,,,,,DMotCm,8355,Olor a caca.
11721,jzd,Xho' lanná'.,,,Smell of blood.,,,,,kJT90j,5709,Olor a sangre.
9788,jzd,Xhonnà.,,,Another three.,,,,,BwQHLA,4010,Otros tres.
9829,jzd,Xhonò.,,,Eight (8).,,,,,j8yrwP,4065,Ocho (8).
14696,jzd,Xhònò.,,,Eight (8).,,,,,ogtMsJ,8366,Ocho (8).
14699,jzd,Xhonò gubidxa.,,,Eight days.,,,,,Mo8aI0,8366,Ocho días.
14701,jzd,xhoopa'.,,,Six. (6),,,,,rzxwjZ,8368,Seis. (6)
10038,jzd,Xhoopa' domí'.,,,Six coins.,,,,,He5Gcr,4211,Seis reales.
14700,jzd,Xhóopa' dxita.,,,Six eggs.,,,,,8pGASa,8368,Seis huevos.
14681,jzd,Xho'pa' bicuini nà'.,,,Sixth finger.,,,,,6FxLe0,8353,Sexto dedo.
14680,jzd,Xho'pa' huiini'.,,,With six fingers.,,,,,Fjdioh,8353,Con seis dedos.
14688,jzd,Xho' yù'.,,,Smell of urine.,,,,,SnTPv5,8355,Olor a orín.
14686,jzd,Xho' ziìzì'.,,,Perfumed odor.,,,,,SrCND6,8355,Olor perfumado.
15251,jzd,Xhú'ba'.,,,That s/he may swim.,,,,,Macx1A,8833,Que nade.
8594,jzd,Xhudxé'.,,,I'm going to get drunk.,,,,,VSxBmy,2703,Me voy a emborrachar.
14709,jzd,"Xhùncu laabe, tiicà dxi nahuiini'be guti xñaabe nè bixhozebe.",,,"Poor dear, his parents died when he was very small.",,,,,lJbzwF,8375,"Pobrecito, desde que era muy pequeño murieron sus padres."
14712,jzd,Xhùncu palòma.,,,Poor dear.,,,,,W1rT7x,8375,Pobrecito (a).
14710,jzd,"Xhùncu xtinné', lii ngà nabanìlu' lu rini rindaabi' la'dxi'duá'yá'.",,,"My darling, you live in the blood that boils in my heart.",,,,,+iLU+2,8375,"Cariño mío, tú vives en la sangre que hierve en mi corazón."
14706,jzd,Xhú'ni' Fán.,,,Juan's deformed and contracted foot.,,,,,g1xwkn,8374,El pie deformado y encogido de Juan.
14714,jzd,Xhunu beenda(g)ubizi.,,,Rattle of a rattlesnake.,,,,,UDC1kI,8379,Cascabel de la serpiente de cascabel.
9823,jzd,Xhupà.,,,Another two.,,,,RLC,K33dXU,4052,Otros dos.
9827,jzd,Xhupà xhonnà.,,,Another two or three.,,,,,yxZefk,4053,Otros dos o tres.
15248,jzd,Xhuuba' bere.,,,A hen's offspring.,,,,,XPNfHL,8832,Cría de gallina.
15132,jzd,Xìbia'ni lá.,,,How tall is it?,,,,,eFeLXh,8714,¿Qué tanto mide (el objeto)?
15181,jzd,Xibi maní'.,,,Horse knee.,,,,,/oeo/F,8756,Rodilla del caballo.
301,jzd,Xi caanga'; Nacanga xii'.,,,Person who speaks through their nose.,,,,,CNNahU,213 ; 5348,Persona que habla por la nariz.
1872,jzd,Xì cueèndube.,,,What benefit is s/he going to get out of it?,,,,,Ukn6Kt,646,¿Qué provecho le va a sacar?
1871,jzd,Xì cueèndulu'.,,,What benefit will you get out of it?,,,,,zFC/WS,646,¿Qué provecho le vas a sacar?
15178,jzd,Xi'cu'; Xi'que'lu'.,,,Your shoulder.,,,,,XKvHoi,8755,Tu hombro.
15100,jzd,Xì cuyúbu' xegue xegue xegue xegue nuùlú'.,,,Since when have you been going around xegue xegue xegue xegue looking for something?,,,,,O4GE+Z,8704,Desde que hora andas con tu xegue xegue xegue xegue buscando.
15147,jzd,Xì dié'.,,,What is painted on?,,,,,AfN1DH,8729,¿Qué cosa está pintada?
12179,jzd,Xì donda napà miatí'́.,,,What fault does one have?,,,,RLC,xGD5Mb,6157,¿Qué culpa tiene uno?
15196,jzd,Xiduubi' xiduubi' zè'cabe.,,,They left in a single-file line.,,,,EJG;VC,Td8og9,8776,En filita se fueron.
9084,jzd,Xiebatañee.,,,He's barefoot.,,,,,BJIp++,3073,Anda descalzo.
15263,jzd,Xièladi.,,,Naked.,,,,,5kYc2f,8847,Desnudo.
10488,jzd,"́Xi gabia, xi binni dxabá' o bazeendu'.",,,"What the hell, what in the devil!",,,,JLC;RGL;RLC,KqG2wF,4645,¡Qué diablos o qué demonios!
13408,jzd,Xiga pùmpù.,,,Vessel made out of a dried gourd and used for serving a cold cacao-based drink.,,,,,Rvz2lG,7200,Clase de jícara para pozol.
10638,jzd,"--Xi guenda napa ta Che ra yoola'hui'.
--Laabe nga xaique guidxi.",,,"--What position does Mr. Che hold in the municipal palace?
--He is the President.",,,,,/w4D8W,4728,"--¿Qué cargo (jerarquia) tiene el señor Che en el palacio municipal?
--Él es el Presidente."
15142,jzd,Xiguiidí'.,,,The sticky stuff.,,,,,Kb4vVG,8721,Lo pegajoso.
15141,jzd,Xigundú'.,,,That which is withered.,,,,,gw27vQ,8721,Lo marchito.
15208,jzd,Xiiñé'.,,,My son.,,,,JLC,XhcxUf,8787,Mi hijo.
15211,jzd,Xiiñé' dxaapá'.,,,My brother's daughter; My niece.,,,,,QGO0+/,8789,Hija de mi hermano; Mi sobrina.
15212,jzd,Xiiñé'gaaná'.,,,My brother's son (i.e. my nephew).,,,,,82rWQb,8791,Hijo de mi hermano (i.e. mi sobrino).
15213,jzd,Xiiñé'gaaná'.,,,My child.,,,,,om49OU,8791,Mi hijo/a.
1355,jzd,Xiiñé' gulèsee.,,,My child was born prematurely.,,,,,cBVsaz,525,Nació prematuro mi hijo.
15215,jzd,Xiiñé' lu gòla.,,,My eldest child.,,,,,l0JfbN,8795,Mi hijo mayor.
15219,jzd,Xiiñé'yu'dá'.,,,My godchild.,,,,,DuQ2sk,8798,Mi ahijada/o.
15218,jzd,Xiiñé' yu'duá'; Xiiñé' yu'dá'.,,,My godson.,,,,,ckmVWs,8798,Mi ahijado.
13699,jzd,"Xiinga' racalu' ru'na', bigani.",,,"Why are you crying, be quiet!",,,,,NL6zDH,7472,"De qué lloras, ¡cállate!"
15220,jzd,Xiiñi' gui'xhi' fulàno.,,,Child of an unknown father. (lit. someone's child of the bush),,,,,JtM2cW,8800,Hijo de un padre desconocido. (lit. hijo del monte de fulano).
15214,jzd,Xiiñi' nadxiìbe.,,,Child of the (adulterous) lover.,,,,EJG,tEHHP3,8794,Hijo de su amante.
549,jzd,Xiì nisa.,,,Spilled water.,,,,,HX1Dqk,356 ; 8784,Agua derramada.
11601,jzd,Xiiñu' làducà nuù.,,,Your son is over there.,,,,,1MY7nG,5641,Tu hijo está por ahí.
15114,jzd,Xí' ique.,,,S/he has his/her hair tied back.,,,,,+VBmS8,8709,Trae amarrado el cabello.
448,jzd,Xi(i)taaba'.,,,Flat nose.,,,,,rqKN7e,294 ; 7775,Nariz chata.
14022,jzd,Xiitaadxi'.,,,Flat-nosed.,,,,,FTtzTn,7776,De nariz chata.
15194,jzd,Xiiu'.,,,Your nose.,,,,,uBhOCe,8775,Tu nariz.
15205,jzd,Xiìxà lari.,,,Some clothes.,,,,,lUOuAs,8785,Algo de ropa.
15201,jzd,Xiiyuùdxù' Gabrièla.,,,Snotty Gabriela.,,,,,hsHuyO,8783,La mocosa de Gabriela.
12792,jzd,Xì laa bichuugu'nèu' yaga.,,,What did you cut the wood with?,,,,JLC,Oksq0Z,6596,¿Con qué cortaste la madera?
15136,jzd,Xì laa neú'.,,,What are you bringing with you? (as when someone arrives with a bundle).,,,,,BDeoBF,8718,¿Qué traes? (si llega alguien con un bulto).
15119,jzd,Xì laani.,,,What is it?,,,,,HkCiEc,8711,¿Qué es?
15157,jzd,Xilaga lu lari.,,,The fabric is wide.,,,,,suRd2j,8739,La tela es ancha.
15115,jzd,Xí' lari ique tá Tomás.,,,Mr. Tomás has a piece of cloth (tied) around the head.,,,,,1VIwkE,8709,Don Tomás trae un trapo (amarrado) en la cabeza.
12206,jzd,Xì lari nacùbe.,,,What clothes is s/he wearing?,,,,,U/CzTX,6170,¿Qué ropa trae puesta?
12273,jzd,Xì lari nahuìbe.,,,What clothes clothe her?,,,,,XHq6bm,6186,¿Qué ropa la arropa?
11888,jzd,Xì lu xi lu.,,,"On top of this, on top of that",,,,EJG;RGL;RLC,tKwPRf,5813,"Sobre qué, encima de qué."
10425,jzd,Xì mòdo ga quí'ixu' naa yá' pà quí gapú' bidxichi.,,,How are you going to pay me if you have no money?,,,,,BkZBd/,4624,¿Cómo me vas a pagar si no tienes dinero?
13127,jzd,Xì módo ga quí'ixu' naa ya' pà quí gapú' bidxichi.,,,How are you going to pay me if you don' have money?,,,,,JV+Wvh,6932 ; 8425 ; 8716,¿Cómo me vas a pagar si no tienes dinero?
15135,jzd,Xì mòdo (g)uca'.,,,How was it done?,,,,,4ewlac,8716,¿Cómo se hizo?
15134,jzd,Xì mòdo guné'.,,,How am I going to manage?,,,,,dq3BiW,8716,¿Cómo le voy a hacer?
12151,jzd,Xì mòdu nuùlu'.,,,How are you?,,,,,ScpcKn,6121,¿Cómo estás?
15123,jzd,Xì nabe.,,,What does s/he say?,,,,,UPFh2a,8711,¿Qué dice ella/él?
12196,jzd,Xì nacà.,,,What is it like?,,,,,pkt0PX,6166,¿Cómo es?
15107,jzd,Xì nacà .,,,How is it?,,,,,4TEOL/,8706,¿Cómo es?
15127,jzd,Xì nadxi (nuùnu).,,,What day is today?,,,,,3VySaE,8711,¿A qué día estamos?
15126,jzd,Xì nalu'.,,,What are you saying?,,,,,FPmOvq,8711,¿Qué dices?
12116,jzd,Xì na mbio'co'.,,,What are your thoughts telling you? (expression used as a greeting).,,,,,j337g5,6041,¿Qué dice tu pensamiento? (expresión que se usa para saludar a alguien).
8832,jzd,Xì nè ba'du'ca lu na'.,,,What is that boy carrying in his hand?,,,,,WBevPN,2786,¿Qué trae ese chamaco en su mano?
15137,jzd,Xì nèbe.,,,What is she carrying?,,,,,Jm4lhT,8718,¿Qué trae ella?
15138,jzd,Xì ñee nandú' guchiìchú' naa.,,,Why do you continue to bother me?,,,,JLC;RLC,Bg0kWk,8719,¿Por qué me sigues molestando?
15122,jzd,Xì ngà gú'nu'.,,,What are you going to do now?,,,,,4OdCtP,8711,¿Qué vas a hacer ahora?
690,jzd,Xì nuùxá.,,,What is there?,,,,,Slrg5B,389,¿Qué es lo que hay?
15125,jzd,Xì nuùxà.,,,What is there?,,,,,g3hAMQ,8711,¿Qué es lo que hay?
692,jzd,Xì nuùxálu'.,,,How are you?,,,,,B8E0e4,389,¿Cómo estás?
12340,jzd,Xi nuùxálu'.,,,How are you?,,,,,hfxAug,6228,¿Cómo estás?
691,jzd,Xì nuùxátu.,,,How are you all?,,,,,rCj0Dn,389,¿Cómo están ustedes?
10146,jzd,Xì nuùxóu' dxé.,,,How are you my friend/brother.,,,,,FXKHU6,4296,Cómo estás amigo/hermano/mi cuate.
11961,jzd,Xi nuuxou' lia.,,,"Woman / sis, how are you?",,,,,KOWXlG,5885,"¿Cómo estás, mujer?"
15140,jzd,Xì para gú'nu'.,,,What do you do it for?,,,,,vwgmrJ,8720,¿Para qué lo haces?
15131,jzd,Xìpe' gui'.,,,Piece of shit.,,,,,24mU9B,8713,Es una mierda.
15128,jzd,Xìpe' ndì' raca Fán.,,,What exactly is going on with Juan?,,,,,VrDwOl,8712,"¿Qué es lo que le pasa a Juan, pues?"
15130,jzd,"Xì pe' risaca buyú' bini'tu'cà, qué zandaa zadxe'lu' xtóbi dxandì'pe' gudii xidxaà lii.",,,"It's no big deal that you lost your man, you will soon find another one that will truly keep you warm.",,,,,rAETs5,8713,"Poca cosa es ese pollo que perdiste, pronto encontrarás a otro que de veras te de calor."
15177,jzd,Xiqué'.,,,My shoulder.,,,,,a7Cy36,8755,Mi hombro.
15221,jzd,Xiqué' nahuatìlu' ya'.,,,How stupid of you!,,,,,mEo9N7,8802,¡Qué tonto fuiste!
12787,jzd,"Xì racala'dxu', néj.",,,"Hey, what did you say you wanted?",,,,,5NMiMl,6593,"¿Qué me dijiste que querías, eh?"
13414,jzd,Xì ridxicà pué.,,,"Well, what is that noise?",,,,,5+S2r4,7203,"¿Qué es ese ruido, pues?"
4607,jzd,Xirooba'.,,,Extended.,,,,,/SMdlJ,1388,Extenso.
667,jzd,Xìrú'.,,,What else?,,,,,Py1+Iw,384,¿Qué más?
13413,jzd,Xì ruìducá pué.,,,"Well, what is that noise?",,,,,27wpN1,7203,"¿Qué es ese ruido, pues?"
15104,jzd,Xixi.,,,That which is salty.,,,,,kbFPU/,8706,Lo salado.
15108,jzd,"Xi xi, nábé naxi.",,,"Salty, salty, very salty.",,,,,HzJeoD,8706,"Salado, salado, muy salado."
11039,jzd,Xlaagu' biana.,,,Hare gizzard.,,,,,a8F41s,5201,Molleja de liebre.
11755,jzd,Xlaza beenda'.,,,Scales of a snake.,,,,,JiFxGf,5731,Escamas de serpiente.
11754,jzd,Xlaza benda.,,,Fish scales.,,,,RLC,RtOuTo,5731,Escamas de pescado.
11756,jzd,Xlaza xubá'.,,,Corn lumps (in a hot drink).,,,,,FUgs+A,5731,Grumos de maíz (ej. que quedan cuando se hace atole).
12393,jzd,Xñaabíidabe.,,,His / her grandmother.,,,,RLC,l5sj39,6250,Su abuela de él / ella.
12396,jzd,Xñaabíida'lu'.,,,Your grandmother.,,,,,J9opNs,6250,Tu abuela.
11044,jzd,Xñaa bixhozé'.,,,Mother of my father.,,,,,1NAQfH,5205,Mamá de mi papá.
11043,jzd,Xñaa bixhozé'biida'.,,,Mother of my grandfather.,,,,,kusG3i,5205,Mamá de mi abuelito.
11045,jzd,Xñaa famìlia.,,,Matriarch of the family.,,,,,vsclI3,5205,Madre de familia.
12394,jzd,Xñaagolabe.,,,His grandmother.,,,,,VHohQr,6250,Su abuela (él).
11040,jzd,Xñaa xñaàbiida'.,,,Mother of my grandmother.,,,,,TwcViJ,5205,Mamá de mi abuelita.
11041,jzd,Xñaa xñaàbiida'.,,,Mother of my grandmother.,,,,,OqvQe2,5205,Mamá de mi abuelita.
12493,jzd,Xnadxiìbe.,,,His/her lover.,,,,,M981/1,6321,Su amante.
12859,jzd,(X)neza bixhozé' racà laabe.,,,He's my family by way of my father (ex. half brother).,,,,,LwpwEh,6610,Por mi papá ya es mi familia (ej. medio hermano).
12875,jzd,Xneza tiáagu.,,,The Way of St. James.,,,,,VMjBbw,6623,El Camino de Santiago de Compostela.
12946,jzd,Xniidxì' bidxí'.,,,Toad secretion.,,,,JLC,Q38KWC,6746,Secreción del sapo.
15225,jzd,Xo' do'.,,,(She paid) quickly.,,,,,6xbfM7,8806,Rápido (pagó).
10010,jzd,Xo' do' diidxa' ruaa.,,,Juan is eloquent.,,,,,518bwI,4194,Juan se expresa claramente.
15222,jzd,Xo' do' diidxa' ruaa.,,,Of eloquent words.,,,,RLC,BQL27l,8806,Habla con soltura.
15223,jzd,Xo'do' diidxa' ruaa Fán.,,,Juan is eloquent.,,,,RLC,4VFTN+,8806,Juan se expresa claramente.
15224,jzd,Xo'do' rudiicabe.,,,They give and they give (like a politician during a campaign).,,,,EJG;VC,gSGCO1,8806,Andan dando y dando (como un político en una campaña).
15227,jzd,Xoo xoo biuucabe.,,,"Xoo xoo, they entered abruptly.",,,,,aX08oE,8808,"Xoo xoo, entraron intempestivamente."
13205,jzd,Xpaànchà'yaga.,,,His/her wooden doll.,,,,,HGc9rR,6982,Su muñeca de madera.
9041,jzd,Xpabá niza.,,,Maize chaff.,,,,RLC,mb81jd,3039,Cascarilla de maíz.
13145,jzd,Xpàbia' binnì chí gueèdà'ndà.,,,How many people are going to come?,,,,,aIkgCL,6935,¿Cuánta gente va a venir?
13144,jzd,Xpàbia' (gu)icoú'.,,,How much are you going to take?,,,,,0sv2hH,6935,¿Cuánto vas a agarrar?
9054,jzd,Xpandà.,,,How many more?,,,,JLC;ND;RGL;RLC;VC,iIVP2F,3052,¿Cuántos más?
9010,jzd,Xpandà' gue'tu'.,,,The soul of the deceased.,,,,,9L2g3l,2992,El alma del difunto.
9008,jzd,Xpandà' yaga.,,,Shadow cast by a tree.,,,,,ZjoRXG,2992,Sombra de un árbol.
9009,jzd,Xpandà' yaga.,,,Tree shade.,,,,RLC,il0rqK,2992,Sombra de un árbol.
9082,jzd,Xpatanà'be.,,,The palm of her hand.,,,,,UeI0DK,3072,La palma de su mano.
14526,jzd,Xpèchu maní'.,,,A horse's chest.,,,,,apFZ9Y,8236,Pecho del caballo.
8607,jzd,Xpere Mariá rixuuba' ndaani' gui'xhi'.,,,Maria's hen is brooding in the woods.,,,,,jn/TU7,2709,La gallina de María empolla en el monte.
14528,jzd,Xpìcu lòro.,,,The parrot's beak.,,,,,GWT5nR,8242,Pico de loro.
9122,jzd,Xpi'cu' na Lina napà beede'.,,,Mrs. Lina's dog has scabies.,,,,,LzQ0Rh,3124,El perro de la señora Lina tiene sarna.
9271,jzd,Xpidaani' piipì'lu'.,,,Your pretty huipil.,,,,,oZ+Lxn,3323,Tu huipli bonito.
9270,jzd,Xpidaani' quichílu'.,,,Your headdress.,,,,,pxY3lE,3322,Tu huipil de cabeza
9288,jzd,Xpidxaana'.,,,Her womb.,,,,,+ymg2c,3338,Su matriz.
13294,jzd,Xpiìsù' xcuídi.,,,Hopscotch.,,,,,DioXR9,7076,El juego infantil de avioncito.
9447,jzd,Xpinné'.,,,My clients.,,,,,4CJb4l,3580,Mis clientes.
9330,jzd,Xpirié' (na)yaasé'.,,,My black ant.,,,,EJG;JLC;ND;RGL;RLC,P4FqZD,3417,Mi hormiga negra.
14530,jzd,Xpixuaana' bi'cu'.,,,The dog's owner.,,,,EJG,LaLzb8,8245,Dueño del perro.
9369,jzd,Xpixua(a)na'nì.,,,Its owner.,,,,,WcfwGL,3466,Dueño de él.
11725,jzd,Xpòla lari.,,,Bundle of clothes.,,,,,PcDRnz,5711,Bulto de ropa.
14532,jzd,Xprìmuca'(be).,,,His (male) cousins.,,,,,erteGp,8250,Primos suyos.
13371,jzd,Xpùnta lima.,,,The tang of a (metal) file.,,,,,qmV5N8,7172,La cola de la lima (de metal).
14855,jzd,Xquendahuara xñaaá' ngà ngà yuuba' xtinné'.,,,"My mother's illness, that's what worries me.",,,,,jaD6+w,8555,"La enfermedad de mi madre, ésa es mi preocupación."
14479,jzd,Xquesa ba'du' huiini'.,,,Mucus plug (in pregnancy).,,,,,tGthgC,8174,Tapón mucoso (relacionado al embarazo).
10656,jzd,Xqueta.,,,Her/his tortilla.,,,,,mYqRkp,4810,Su tortilla.
13581,jzd,Xquiaapa'diidxa'rí'.,,,This book.,,,,,ie9Kkk,7385,Este libro.
10706,jzd,Xqui'be.,,,His/her feces.,,,,,8IAW7I,4859,Su popó.
14493,jzd,Xquichìme.,,,(An insect's) stinger.,,,,,sMBC56,8186,Aguijón (de insecto).
14494,jzd,Xquichì meúxúbi.,,,A scorpion's stinger (lit. thorn).,,,,,QHkfLF,8186,Aguijón (lit. cuerno) del alacrán.
